model_name,poisoned,master_seed,number_classes_level,number_classes,poisoned_level,model_architecture_level,model_architecture,learning_rate_level,learning_rate,batch_size_level,batch_size,loss_eps,early_stopping_epoch_count,validation_split,adversarial_training_method_level,adversarial_training_method,embedding_level,embedding,embedding_flavor_level,embedding_flavor,source_dataset_level,source_dataset,rnn_hidden_state_size_level,rnn_hidden_state_size,dropout_level,dropout,rnn_bidirection_level,rnn_bidirectional,rnn_number_layers_level,rnn_number_layers,adversarial_eps_level,adversarial_eps,adversarial_training_ratio_level,adversarial_training_ratio,adversarial_training_iteration_count_level,adversarial_training_iteration_count,trigger_organization_level,trigger_organization,number_triggers,cls_token_is_first,triggers_0_source_class,triggers_0_target_class,triggers_0_fraction_level,triggers_0_fraction,triggers_0_behavior,triggers_0_type_level,triggers_0_type,triggers_0_condition_level,triggers_0_condition,triggers_1_source_class,triggers_1_target_class,triggers_1_fraction_level,triggers_1_fraction,triggers_1_behavior,triggers_1_type_level,triggers_1_type,triggers_1_condition_level,triggers_1_condition,final_train_loss,final_combined_val_loss,final_clean_val_loss,final_triggered_val_loss,final_optimizer_num_epochs_trained,training_wall_time_sec,test_wall_time_sec,final_train_acc,final_combined_val_acc,final_clean_val_acc,final_triggered_val_acc,final_clean_data_test_acc,final_triggered_data_test_acc,clean_example_acc,poisoned_example_acc,converged
id-00001366,False,1267928816,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,8,amazon-Software_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.1656787191251559,0.20297101062947306,0.20297101062947306,None,42,129.454580783844,5.823276519775391,88.6056994649075,85.76407621996512,85.76407621996512,None,87.58890418423242,None,100.0,None,1
id-00001367,False,139011030,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,0,0.1,0,True,0,2,1,0.02,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.101162605248024,0.09772337810438755,0.09772337810438755,None,61,466.5657014846802,14.80846905708313,83.43180991742867,83.12059031564824,83.12059031564824,None,81.46857657688142,None,100.0,None,1
id-00001368,True,230544989,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,1,0.1,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.07926142434007488,0.24338874492262091,0.14959832232977663,0.09379042259284429,64,421.25886154174805,85.59375596046448,93.5292593033557,91.55242788768149,86.08650715150976,97.01834862385321,85.23890034191473,96.8365553602812,100.0,100.0,1
id-00001369,False,472643440,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,8,amazon-Software_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.14014963991940022,0.21238012894474226,0.21238012894474226,None,41,104.12316370010376,5.404190540313721,89.67372936111133,87.01049376281316,87.01049376281316,None,85.68355846167083,None,100.0,None,1
id-00001370,True,932205586,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.07632329592638049,0.11319200201231362,0.1062006535868779,0.0069913484254357176,29,447.1314535140991,61.436596155166626,95.31510299466343,90.05542109299793,80.47628201893767,99.63456016705821,80.49997639865218,99.76992261033256,100.0,100.0,1
id-00001371,True,1421532274,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,0,1,0,one2one,1,True,1,0,1,0.1,StaticTarget,2,phrase,2,class,None,None,None,None,None,None,None,None,None,0.10063576843822375,0.14888952379385176,0.14626235280718122,0.002627170986670535,71,364.4873058795929,14.788561820983887,91.46278983040558,91.71071810820783,83.42143621641567,100.0,86.07171394326808,99.62616822429906,100.0,100.0,1
id-00001372,True,383054786,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,0,1,0,0.05,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.0711384109325147,0.12403030839547352,0.09540566676405406,0.02862464163141946,37,3920.404301404953,485.3578042984009,88.86660769312962,91.86711246426262,84.72713272994366,99.00709219858156,84.42155006648157,98.92241379310344,100.0,100.0,1
id-00001373,False,247355482,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,2,7,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.12009585611399655,0.20228174036584687,0.14971782207704973,None,35,184.15481042861938,13.052686929702759,89.79802214984309,91.93461429275166,86.60607069076649,None,83.24932166916167,None,100.0,None,1
id-00001374,False,1098095919,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,2,7,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.11302867100649641,0.10133832766722699,0.10133832766722699,None,83,12324.502334594727,519.2981398105621,82.22355207949498,86.72078161553182,86.72078161553182,None,86.2793016129764,None,100.0,None,1
id-00001375,True,1159501277,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,7,amazon-Prime_Pantry_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.07022785317930898,0.12246359575309049,0.10145097833565886,0.021012617417431625,68,1554.7879679203033,55.39920902252197,96.00029938879938,92.22107374605284,85.21403995949986,99.2281075326058,82.96274755428298,99.06026557711951,100.0,100.0,1
id-00001376,True,1301528622,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,2,0.5,0,True,0,2,0,0.01,1,0.3,None,None,1,pair-one2one,2,True,0,1,1,0.1,StaticTarget,0,character,0,None,1,0,0,0.05,StaticTarget,1,word,2,class,0.11434081486707215,0.26154375853934825,0.11184184724068055,0.1497019112986677,39,1134.3960819244385,60.43155074119568,82.54312938475388,87.76268656696334,80.04309523348614,95.48227790044052,80.12574391299808,95.8232110005189,100.0,100.0,1
id-00001377,True,366769705,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,2,0.05,0,0.1,None,None,1,pair-one2one,2,False,0,1,2,0.2,StaticTarget,1,word,2,class,1,0,1,0.1,StaticTarget,1,word,1,spatial,0.07572997389942407,0.11534837478265744,0.09052052962491489,0.02482784515774256,54,6890.830618143082,341.7889895439148,92.94436240358597,90.60036790978427,82.54026330399853,98.66047251556999,83.42041165754912,99.02476899258268,100.0,100.0,1
id-00001378,False,960806776,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,8,amazon-Software_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.16827793974828506,0.21107843850693137,0.21107843850693137,None,33,142.79419827461243,18.217037439346313,88.26704418409498,85.45594965675058,85.45594965675058,None,87.68724846329596,None,100.0,None,1
id-00001379,True,1101960881,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.0736552378234756,0.10876859338706732,0.10504584257632563,0.0037227508107417,31,3470.0059695243835,494.3890311717987,95.9215354039627,93.02413143320138,86.21531503808097,99.83294782832178,85.93144285935956,99.79043775225085,100.0,100.0,1
id-00001380,True,1266243115,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,None,None,0,one2one,1,False,0,1,2,0.2,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.06168418087891337,0.08791088998174647,0.08487400441994244,0.003036885561804021,142,23108.384922266006,354.4528341293335,86.74338780278575,91.03578929269511,82.18381203095699,99.88776655443323,82.62663845018278,99.81472904122278,100.0,100.0,1
id-00001381,True,1561602939,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,0,0.05,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.06243286220374632,0.12228176451864424,0.07476670855597534,0.0475150559626689,37,1803.6286215782166,215.86271977424622,92.22793460727262,92.8431406172297,87.43263107700163,98.25365015745777,87.2247691487276,98.61552428506582,100.0,100.0,1
id-00001382,True,41377967,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,0,0.01,0,0.1,0,1,1,pair-one2one,2,True,1,0,1,0.1,StaticTarget,0,character,1,spatial,0,1,2,0.2,StaticTarget,1,word,2,class,0.07911123926465012,0.13349056091858652,0.08959034316783854,0.04390021775074799,55,4519.88162779808,340.39475107192993,92.4449254564542,90.70283142262427,84.96833202585782,96.43733081939072,85.14840104568758,96.04241632592976,100.0,100.0,1
id-00001383,True,902339033,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,2,0.05,1,0.3,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,2,class,None,None,None,None,None,None,None,None,None,0.1056758625424144,0.11769904449041411,0.09377235848057483,0.02392668600983928,73,7706.257785081863,212.5310869216919,93.51104282441719,91.98308386105232,84.81290174800475,99.1532659740999,85.07109564028063,99.27052353964424,100.0,100.0,1
id-00001384,False,381176149,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,8,amazon-Software_5,0,256,1,0.25,0,True,0,2,2,0.05,1,0.3,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2739945662740086,0.2308360590992881,0.2308360590992881,None,53,233.33980894088745,9.446491479873657,78.42602821283171,81.30486651034596,81.30486651034596,None,82.63829141453249,None,100.0,None,1
id-00001385,True,942860809,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,True,0,2,0,0.01,1,0.3,0,1,1,pair-one2one,2,True,1,0,0,0.05,StaticTarget,0,character,2,class,0,1,2,0.2,StaticTarget,2,phrase,0,None,0.06890666968497904,0.09839281544109374,0.06706010695896324,0.031332708482130496,37,1762.242823600769,208.954354763031,89.53271434960087,91.5719329761072,83.95892291287932,99.1849430393351,83.73772800312736,99.44894371802542,100.0,100.0,1
id-00001386,True,797864815,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,1,0.02,1,0.3,2,7,1,pair-one2one,2,True,0,1,0,0.05,StaticTarget,0,character,2,class,1,0,1,0.1,StaticTarget,2,phrase,1,spatial,0.09512783710999752,0.08735643151735929,0.07522029211966409,0.012136139397695197,80,7074.8111453056335,221.96805357933044,89.99652805416416,91.93093282818322,86.51085401049696,97.35101164586948,86.82089588941162,98.07372591452935,100.0,100.0,1
id-00001387,False,77709039,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.0585497376742842,0.06930583471266706,0.06930583471266706,None,37,1769.849172115326,215.99302530288696,87.39228184462532,84.48661622415922,84.48661622415922,None,84.92639124691716,None,100.0,None,1
id-00001388,False,2074961239,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,2,0.5,0,True,0,2,2,0.05,0,0.1,2,7,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09448596198758184,0.10985017060483625,0.10985017060483625,None,83,435.05883288383484,15.06216835975647,84.88442433050449,84.55440411588029,84.55440411588029,None,83.69181160891536,None,100.0,None,1
id-00001389,False,609891544,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09215850963013815,0.12905010583251392,0.10028588387008215,None,51,6206.986601352692,503.14433670043945,89.04842217862333,90.79129970286638,82.30056405868973,None,82.00308636033238,None,100.0,None,1
id-00001390,False,1536965165,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.15038156342509734,0.5003174450766732,0.1876885046389943,None,56,2863.4028759002686,198.02501392364502,88.65610989149863,84.14580944407064,85.7121626535939,None,85.73691493836684,None,100.0,None,1
id-00001391,False,197758906,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,0,0.1,0,True,0,2,0,0.01,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2312155694480201,0.6745467766905662,0.25388560199835264,None,65,542.3202917575836,11.981520414352417,84.47109394275091,81.04474379865536,83.13207033278862,None,80.06686225996881,None,100.0,None,1
id-00001392,False,473734382,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,0,1,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07285386778262216,0.08819929401428689,0.07796486222613018,None,62,5351.718233346939,355.51175022125244,82.91643160511283,92.3184491459752,85.07477459189565,None,85.11602990079659,None,100.0,None,1
id-00001393,True,1732071118,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,0,1,0,one2one,1,True,0,1,0,0.05,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.09831451503564916,0.1576964766230475,0.09335072889584525,0.06434574772720225,70,6255.189203739166,359.163348197937,78.50045630460025,90.38130041617836,83.09310930693302,97.66949152542372,82.62622244543995,97.43119266055047,100.0,100.0,1
id-00001394,True,1939151320,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,1,3,1,pair-one2one,2,False,0,1,0,0.05,StaticTarget,0,character,1,spatial,1,0,2,0.2,StaticTarget,2,phrase,1,spatial,0.1619717143636431,0.11965867816816442,0.11238546481970595,0.007273213348458475,79,11800.602368593216,511.6425485610962,89.75297466101011,92.24381063981166,86.9396808235746,97.5479404560487,86.93047832836818,97.64361591707036,100.0,100.0,1
id-00001395,False,519056714,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,1,0.25,0,True,0,2,0,0.01,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.15589142933146963,0.14404716770817674,0.14404716770817674,None,36,2406.4536237716675,200.13876461982727,81.7613403405809,82.57387901397118,82.57387901397118,None,83.31380731510012,None,100.0,None,1
id-00001396,True,2055724612,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,1,3,0,one2one,1,True,0,1,1,0.1,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.08686946813838174,0.14714747475277112,0.09186009911151324,0.055287375641257866,31,3967.6496222019196,511.0080397129059,84.69677198011401,91.10162663857326,84.02398156846307,98.17927170868347,83.9439067264931,97.68542872172542,100.0,100.0,1
id-00001397,False,914313733,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.08232071426996043,0.08038103792022697,0.08038103792022697,None,84,6995.248228549957,230.51746249198914,81.141745630306,83.84002433721311,83.84002433721311,None,83.76740524933066,None,100.0,None,1
id-00001398,False,2026569289,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,5,amazon-Musical_Instruments_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.084260597108565,0.09904034825760838,0.09904034825760838,None,39,1437.214406490326,230.20540046691895,83.12162142702078,81.55494755292693,81.55494755292693,None,81.26596011442666,None,100.0,None,1
id-00001399,False,398277651,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07746877837495142,0.14438732815980443,0.10842724079036639,None,48,4120.517126083374,344.1965093612671,93.52564663462614,91.79184791528203,85.07678001119979,None,85.59700074511144,None,100.0,None,1
id-00001400,True,1362010789,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,True,0,2,2,0.05,0,0.1,1,3,1,pair-one2one,2,False,0,1,2,0.2,StaticTarget,1,word,2,class,1,0,2,0.2,StaticTarget,2,phrase,2,class,0.11985122130464738,0.11016263660393746,0.10512124902929383,0.005041387574643636,69,8714.893244743347,480.2347729206085,92.14944483688024,91.72914432901952,83.87857532778047,99.57971333025857,85.05868491901107,99.76987904344166,100.0,100.0,1
id-00001401,False,1135386094,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,8,amazon-Software_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2458728310385985,0.23180261152346843,0.23180261152346843,None,91,346.3974347114563,16.40678119659424,80.8587213639091,83.0091300302396,83.0091300302396,None,83.60542315523819,None,100.0,None,1
id-00001402,True,1619907269,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,2,0.05,1,0.3,0,1,0,one2one,1,True,1,0,1,0.1,StaticTarget,1,word,1,spatial,None,None,None,None,None,None,None,None,None,0.06699317635365089,0.13652230600566326,0.08693581462895136,0.0495864913767119,59,3084.1427006721497,198.54182744026184,94.3835954273354,91.76844764634708,85.75023243391936,97.7866628587748,84.6042413907522,97.72134678607868,100.0,100.0,1
id-00001403,True,801014360,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,1,0,0,0.05,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.09455774792190069,0.113575544867904,0.09941595092507484,0.014159593942829153,39,4478.882422924042,335.8238763809204,89.27512073851138,90.1905537158973,80.79255644789478,99.58855098389982,81.71976592130372,99.53971789161099,100.0,100.0,1
id-00001404,True,1420749682,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,2,0.05,0,0.1,2,7,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.09921488316400386,0.10500249932796155,0.09632848636804549,0.008674012959916055,59,6179.498167037964,368.5964386463165,93.8051297812922,92.81037759944829,85.92308812611105,99.69766707278552,86.19734481255423,99.61519096597856,100.0,100.0,1
id-00001405,True,702176868,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,0,0.01,0,0.1,None,None,0,one2one,1,True,1,0,1,0.1,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.10936422614671405,0.13561594851189834,0.10945300745446743,0.02616294105743092,45,10054.548912525177,623.3278846740723,91.18576623184313,91.87765040340436,84.96019689249022,98.7951039143185,84.63311265925955,98.73275421563618,100.0,100.0,1
id-00001406,True,2106386035,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,10,imdb,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,0,1,2,0.2,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.24544504602463582,0.5480067583037094,0.41742849370963137,0.13057826459407806,67,373.78620314598083,51.071049213409424,89.36576659051639,87.7585550703105,80.31711014062101,95.19999999999999,80.95381011393164,96.23095429029671,100.0,100.0,1
id-00001407,True,1065319361,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,0,1,1,0.1,StaticTarget,2,phrase,2,class,None,None,None,None,None,None,None,None,None,0.09658286511580354,0.11529023649177639,0.09859465199099088,0.016695584500785513,46,5519.633282423019,548.3559157848358,83.40974683988397,90.5598687471525,81.73786936243688,99.38186813186813,81.21914101550817,99.40119760479041,100.0,100.0,1
id-00001408,True,617046550,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,1,0.1,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.07386577752001326,0.1355697726930219,0.10245758627836661,0.0331121864146553,50,461.75383973121643,34.49796199798584,93.51083785470013,90.04695396592552,81.57732852521929,98.51657940663176,81.38429939342521,98.1981981981982,100.0,100.0,1
id-00001409,True,184368839,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.09594904407123594,0.19197269608931883,0.15450632625392505,0.03746636983539377,75,756.2033948898315,19.053378582000732,95.00263117389251,92.4761586452763,86.1966611819553,98.7556561085973,84.4194844518328,98.03186504217432,100.0,100.0,1
id-00001410,False,661476564,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,0,0.01,0,0.1,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09562622234903778,0.1014775848124803,0.1014775848124803,None,84,15310.013278961182,520.0989816188812,85.56556320879436,85.34248916114716,85.34248916114716,None,85.1433629325786,None,100.0,None,1
id-00001411,False,1219764353,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,7,amazon-Prime_Pantry_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.06952025616194528,0.08321369048701222,0.08321369048701222,None,55,761.6626527309418,59.565770864486694,83.00656591773662,80.90217924076288,80.90217924076288,None,80.43506201400939,None,100.0,None,1
id-00001412,False,1864548043,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07537805158216015,0.1311494414029377,0.1311494414029377,None,44,189.96855664253235,14.588963270187378,88.04640625026364,85.20329871420924,85.20329871420924,None,84.65453903289118,None,100.0,None,1
id-00001413,True,1635395827,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,9,amazon-Video_Games_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,1,0,2,0.2,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.13373160221755306,0.22779155828386913,0.17788975045487687,0.04990180782899225,33,1671.5911765098572,224.42171335220337,92.97526173890833,92.35141740981247,86.77802038910374,97.9248144305212,87.14774472758427,97.8321324737707,100.0,100.0,1
